"record_id","source_row_no","source_record_sha256","release_slot","scheduled_release_at","area_no","area_nm","p_area_no","p_area_nm","top_area_no","top_area_nm","top_area_lvl","mgr_no","mgr_nm","mgr_dept_nm","mgr_pos_nm","mgr_hire_dtm","mgr_act_yn","area_reg_dtm","top_area_reg_dtm"
"153829","79","1efff96756d11e67ee45ae9e5ef0d91afd8d2406657453b76abb3d29e20cfedc","5","2026-08-24T16:27:00+09:00"," BIZ_11147 ","R&D시스템","BIZ00935","IT","BIZ_00935","I T","TOP_LEVEL","emp002799","박지우","인사팀"," 대리 ","2010/02/26 18:03:10","YES","2018-05-31T19:06:50","2025-01-04T08:43:55"
"153830","80","e744eb40ebe982160c13d6bb0a10909e707ea2e6dfbceb6e39668b4abca0d364","5","2026-08-24T16:27:00+09:00"," BIZ_28693 ","교육시스템","BIZ_00216","　구매　","BIZ00216","구매","top_level","EMP-000400","김하은","구매팀","부장","2021/09/03 12:21:47","재직","2020-05-31 07:35:23","2020.10.17 16:38:17"
"153831","81","9b1c6909628c624574b23a764a4dfab306d9eb2ffc2fe9f4e40609225daa9566","5","2026-08-24T16:27:00+09:00"," BIZ_15623 ","영업플랫폼","BIZ00654","자 산관리"," BIZ_00654 ","자산관리","최상위","emp001287","임서준","법무팀","차장","20130326150331","1"," 2024.01.17 19:48:49 ","2018/11/08 05:50:50"
"153832","82","e494c7bbed924323b7d1837ba8e75b0851dc01950cb7321bdb2812f8f5bb6a4e","5","2026-08-24T16:27:00+09:00","BIZ_45977","구매부 47","BIZ_00821","전략","BIZ_00821"," 전략 ","TOP LEVEL","EMP 002292","조주원"," 품질관리팀 ","실장","2017-06-26 12:28:50","1","2025.03.01 17:04:32","2024-06-07 13:08:40"
"153833","83","196cc556b828d528e9983be1f9c2b1f541addb2bb14a15a2c92ce37813d99205","5","2026-08-24T16:27:00+09:00","BIZ_37481","재무플랫폼  20","BIZ_00298","NULL","BIZ_00298","교육	","최상위","EMP001151","강지우","품질관리팀"," 사원 ","2013-10-13T07:52:50","YES","20230910063209","2023/04/05 13:22:33"
"153834","84","9a410785d565755972a98109cbbc16aff40fa48d1ebc991778093b38461c39ed","5","2026-08-24T16:27:00+09:00","BIZ 18950","기획프로세스 32","biz_00443","R&D","BIZ_00443","R&D","top_level","EMP002627","강준서","재무팀","과장","2025-07-29 15:13:33","1","20180508134807"," 2025-06-25 08:48:42 "
"153835","85","a0d6334971682af07765a092e26e24b934b300758369b9517e80a3537e0f1a4f","5","2026-08-24T16:27:00+09:00","biz_38801","인사시스템","BIZ_00245","　자산관리　","biz-00245","　자산관리　","TOP_LEVEL","EMP 002745"," 조민서 ","　물류팀　","사원","20170824211609","Y","2017-02-09 19:23:16","2018-11-18 02:24:57"
"153836","86","7552fd1d12c91fe163f43c5b91376b7fea7ff2c8456c96cc1442e4398c89a560","5","2026-08-24T16:27:00+09:00","biz-29926","재무부"," BIZ_00562 ","　자산관리　","biz_00562","자산관리","TOP_LEVEL","EMP000113","정지우","고객서비스팀"," 대리 ","2012.03.25 01:07:43","YES","20200225175847"," 20210405083213 "
"153837","87","9a45ebfd8ac152123487563b440ddbdadf8c2bf60c11fc3da19963057341b26f","5","2026-08-24T16:27:00+09:00"," BIZ_47480 ","생산운영","biz_00599","물류","BIZ_00599","　물류　","TOP LEVEL","EMP001833","강도윤	","　마케팅팀　","파트장","20100509042951","Y","2016.02.03 09:07:09","2025-07-14 15:15:03"
"153838","88","2f32807b87e4c59107d7691bdf86ca3f07bf8170cf72d42aaad5eba109dae400","5","2026-08-24T16:27:00+09:00","BIZ_10291","시설운영","BIZ_00199","데이터","BIZ_00199","데이터","top_level","EMP-001726","박하은","데이터팀","파트장","2008/12/08 05:12:19","사용","2025/05/14 00:00:59","2018-11-27T13:50:35"
"153839","89","09d55fd4af219bd15f3d2af7a49adc0987cc2831b24af1e549bceb71fc7de3c2","5","2026-08-24T16:27:00+09:00"," BIZ_26652 ","교육서비스","BIZ_00264","품질관리","BIZ_00264","　품질관리　","최상위","EMP002873","강하은","고객서비스팀	","과 장","2018/03/08 05:41:19","재직","2025-09-14T03:31:57","2025-12-03 08:33:18.0"
"153840","90","10826afd8ad54f3c9ca7a7222fea06feed09befcb29272769e093350ff5de18e","5","2026-08-24T16:27:00+09:00","BIZ_25183","분석운영","BIZ_00341","재무","BIZ_00341","재무","TOP_LEVEL"," EMP002999 ","강수아","시설관리팀","대 리","20140819213302","y","2016.06.17 01:07:11","2017-11-16T07:13:57"
"153841","91","1f4568e964154b3ed12574ba85496919b847a04ddfd36cf159876e608b2e97a6","5","2026-08-24T16:27:00+09:00","BIZ_47823","재무시스템 37","BIZ_00735","분석","biz_00735"," 분석 ","top_level","EMP002062","임 지민","고객서비스팀","　부장　","2022-10-16 05:05:56.0","사용","2018-07-27T08:25:31","2025-02-20 18:53:35"
"153842","92","c4638fbed98972442f4b567e7b62396fdca23e3c91c4db2fbf9dc92691019e70","5","2026-08-24T16:27:00+09:00","BIZ_30427","보안운영 28","BIZ_00983","　법무　","BIZ_00983","법무","최상위","EMP000045","이지호","　물류팀　","부장	","2012-12-06 13:52:49","1","20171020152516","2024-01-08 00:12:02"
"153843","93","18c916461868659c7a9b7eadf80a9eef1555ee0ca51d225e74601c0de843432b","6","2026-08-24T16:30:00+09:00","biz-16374","물류관리 9"," BIZ_00411 ","생산","biz_00411","　생산　","top_level","EMP000263","임예은	","　고객서비스팀　","사원","20240728022258","Y","2025-12-04 20:31:02","2019/09/01 04:44:48"
"153844","94","18a4f881596c557301a5e701ea49d1f27cab5334d64bf450fa12218dc2f8b3c8","6","2026-08-24T16:30:00+09:00","biz-38437","시설분석  22","BIZ-00979","교육"," BIZ_00979 ","교육	","L1","EMP001559","박도윤","기 획팀"," 부장 ","2009-01-22 18:20:32.0","y","2025-09-01T19:15:10","2016-05-09 20:03:43"
"153845","95","f4240b1a02eee62c6c5842cc7d4723bcaf52b9e04946c8172f9136fedd6d6922","6","2026-08-24T16:30:00+09:00","BIZ_02685","R&D부","BIZ_00400","품질관리	","BIZ_00400","품질관리","UNKNOWN","EMP002587","장서준","인사팀","기타","2024.08.19 09:00:59","Y","2024/09/08 18:07:12","2025.05.05 11:34:22"
"153846","96","bed46f264fd45f7389e99e3a434ce7fcce641819d22650cd28f552ccbc429ad6","6","2026-08-24T16:30:00+09:00","BIZ_44332","　마케팅팀 1　","BIZ 00419","자산관리","BIZ-00419","자산관리","최상위","EMP001529","박지우	"," 생산팀 ","차장"," 2015-07-13 02:20:50 ","y","20200429075403","2025-07-05 14:51:25"
"153847","97","48fbe40ef7fcdb2151372160d368dcd4887d8bb01a47397957a0872fca82e59f","6","2026-08-24T16:30:00+09:00","BIZ36697","인사서비스","BIZ-00450","마케팅","BIZ_00450","마케팅","L1","EMP001672","조서연","IT운영팀","부장","2018-09-08 21:43:25.0","재직","2024-05-21 15:07:33.0","2016-05-27 20:07:38.0"
"153848","98","011685e9b42cf2f099b9755da277cf62fd4e4fed507a3e33ddf33b27db9dac96","6","2026-08-24T16:30:00+09:00","biz-17364","R&D분석","BIZ_00606","기획	","biz-00606","기획","top_level","EMP000161","　강서연　","기타팀","파트장","2010/01/16 09:53:05","사용","2018/12/20 09:25:43","2023-03-28 20:23:57"
"153849","99","15632a4eb9c565750f5a71ac7a516e222d549c5cb05b4c639c2f4a7ffe678813","6","2026-08-24T16:30:00+09:00","biz-12008","자산관리운영 23","BIZ_00831","R&D	","BIZ 00831","R&D","TOP LEVEL","EMP 002453","윤지호	","자산관리팀","대리","2017-07-10 05:33:10","YES","2017/10/18 20:25:47"," 2024-03-08T17:07:47 "
"153850","100","5557a1dad2bddd25a8c39f9bee30d605c12ffd8b1298152bc5b76f8d1b5e836a","6","2026-08-24T16:30:00+09:00","BIZ_07526","데이터서비스 44","BIZ_00729"," 마케팅 ","BIZ 00729","마케팅","최상위","EMP001099","윤민서"," 인사팀 ","실장","2016/03/18 12:19:51","UNKNOWN","2023/06/12 18:21:29","2019/12/27 11:13:06"
"153851","101","bbd303217069d5728aa7749dc5b302dd87b926154dd6d706119c5d0220d8c04d","6","2026-08-24T16:30:00+09:00","BIZ-39010","　교육서비스　","BIZ_00145"," 보안 ","biz_00145","보안","1","EMP002570","김민준","법무팀","사 원","2024-07-01 00:14:46","Y","2020-12-11 08:07:08.0","2019-03-03 07:15:59"
"153852","102","1cb0921ffd4ea23116306ef63bf328055a9366e2120687fc91eda622e363cbbd","6","2026-08-24T16:30:00+09:00","BIZ37050","IT서비스","BIZ-00350","구매	","BIZ-00350","구매	","top_level","EMP002877","임 지민","마케팅팀","과장","20101029022713","Y","2019-10-05 07:44:24.0","2023/06/24 08:42:42"
"153853","103","4523474f112461667a2834ca90d1367d0cdaadbd535fd5d77d02587fab617e62","6","2026-08-24T16:30:00+09:00","biz_03353","데이터분석","BIZ_00711","고객서비스","biz-00711","고객서비스","L1","emp000285","이 지호","자산관리팀","과장","2017-03-26T01:30:44","YES","2024.06.09 07:16:22","2020/05/01 05:00:42"
"153854","104","f1041dd72fe0c1909dee60c1fd90f3d3dbd905b6c725340886e3f574473c5385","6","2026-08-24T16:30:00+09:00"," BIZ_24924 ","물류운영","BIZ_00742","분석","BIZ 00742","분석","top_level","EMP002155","조도윤	","고객서비스팀","사원","2018.09.12 07:42:14","재직","2016-03-11 21:45:20","2023-04-14 11:35:35"
"153855","105","d4d97449105182e9e3a9b688b9bf9b00c74cfb36ac22379b4725c6929297d3e7","6","2026-08-24T16:30:00+09:00"," BIZ_41273 ","　영업서비스　","BIZ_00733","분석","BIZ_00733","분석","top_level","EMP001875","임준서","고객서비스팀","파트장","20180527065420","1","2022-02-23 11:45:01.0","2023.09.10 07:32:11"
"153856","106","d1c9d2e55dd99886a0791d772fc83727db28c0222ac5fb44f33d11c48c1b4c84","6","2026-08-24T16:30:00+09:00","BIZ25379","기획운영 47","BIZ_00798","자산관리"," BIZ_00798 ","자산관리","L1","emp002901","강 예은","자산관리팀	","사원","2019/07/04 13:41:07","YES","2017-05-27T22:25:12","2020-05-16 05:54:00.0"
"153857","107","33160bfab43af45acaabaa677c62d506b5a59f592293668182765b9f585873ad","6","2026-08-24T16:30:00+09:00","BIZ_47813","인사프로세스","BIZ00268","I T","BIZ 00268","IT","L1","EMP001642","정 민준","구매팀","부장","2022-01-21 10:35:54","1","20210219011418","2021-10-03 22:52:13.0"
"153858","108","78364123c6a9853e18952152c7b5b6180a376864a8be09d00bd7074247d69f5c","7","2026-08-24T16:33:00+09:00","BIZ_45654","보안분석","BIZ_00952","분석	","BIZ 00952","분석","TOP LEVEL","emp001127","윤도윤","물류팀","과장","2012-01-06 04:55:24","Y","2017-02-11T20:21:05","2018.03.14 02:47:27"
"153859","109","768694d37f5b172e46109768d1ec1e7da0fa7ef1439cee28459a5e11cc9059dd","7","2026-08-24T16:33:00+09:00","BIZ-13211","보안서비스","biz_00479","재무","BIZ00479","재무	","TOP LEVEL","emp002185","최수아","데이터팀"," 차장 ","2020.01.31 16:32:47"," 재직 "," 2019-07-24T19:57:57 ","2016/12/14 14:24:24"
"153860","110","8e0c12f48e6e6e896c2f27b63e41b501b9b133e13caa179c33ed91c445a40232","7","2026-08-24T16:33:00+09:00","BIZ_19201","기획서비스","BIZ00326","구매","biz-00326","구매	","TOP_LEVEL","EMP001544","조준서"," 마케팅팀 ","　실장　","20201128154955","1","2021-12-16 08:58:08","2016-11-04 12:23:57"
"153861","111","692fc4f02f658b486ea66dcc7072301fa4cf2a6b481812de9c6deb45774fae4b","7","2026-08-24T16:33:00+09:00","BIZ_39130","자산관리프로세스 16","BIZ_00837","품질관리","BIZ 00837","품질관리","TOP_LEVEL","EMP 002833","이지우"," 구매팀 ","부장","2012-02-18T23:33:19","1","2017-09-28 00:23:33.0","2020-04-25 19:13:05.0"
"153862","112","d74fa30de0ebe9e4208de670af61cc96aebb75b2f77f1ddc1b2ffcc1911a9287","7","2026-08-24T16:33:00+09:00","BIZ_07380","생산관리","BIZ 00077","교육","BIZ 00077","교육	","TOP_LEVEL","EMP001325","이서준","기획팀","부장","2021.04.17 19:25:34","1","2020.08.22 12:10:21","2022.09.18 22:03:00"
"153863","113","12ffc376782c2844d51fbd2a2d9fc616ee6dea09d855e3c8ff231501f9b9259e","7","2026-08-24T16:33:00+09:00","BIZ28776","고객서비스서비스","BIZ_00316","R&D","biz_00316","R &D","TOP LEVEL","EMP 002355","박서연","　데이터팀　","부장	","2009-01-26 14:03:23.0","Y","2026-05-15 03:22:21.0","20210423043015"
"153864","114","c4ca5ff85ec207387a8e252a0acee2fd9d15dd5c410ad57c941da68436dc2988","7","2026-08-24T16:33:00+09:00"," BIZ_20603 ","기획부  42","biz-00388","마케팅","biz-00388","마케팅","top_level","EMP002236","김주원","재무팀","실장","2011-03-25 18:02:24.0"," Y ","2024/01/31 12:50:37","2020-04-03T07:01:21"
"153865","115","f201cfd9f43592e1effade100c76ea3227da7ec8224df25dfccb3b51e1585ef8","7","2026-08-24T16:33:00+09:00","biz_43464","법무프로세스 46","biz_00950","구매	","BIZ-00950","구매","1","EMP002588","최수아","데이터팀","부장","2015/06/06 16:29:15","퇴직","2022/10/07 08:12:26","20240801084824"
"153866","116","9e9d576b0cc51af9e01883f7a787c4d45adfb7a53a195a358fde1fb0c44096df","7","2026-08-24T16:33:00+09:00","BIZ_19787","구매플랫폼  24","BIZ_00241","재무","BIZ00241","재무","1","EMP002386","조 지호","법 무팀","부장","2010.07.22 07:53:28","사용","2021.06.27 02:22:52","2026-04-09T02:10:31"
"153867","117","bebe85ec434c6aa57fb03af846e80f0d50ee18a36bf17e82ecb6e535d9b930dc","7","2026-08-24T16:33:00+09:00","biz-30755","마케팅관리","BIZ_00457","　법무　","BIZ_00457","법무","1"," EMP002708 ","강주원	","물 류팀","차장	","2025.04.22 16:54:45","Y","2020/10/25 19:08:32","2025-12-29T08:20:31"
"153868","118","d0f4114e67e1c4372583582f1f6d7d6467697ed59ef8e7661aad7029eedd8441","7","2026-08-24T16:33:00+09:00","BIZ-41571","보안팀","BIZ00430","기획"," BIZ_00430 ","기획	","top_level","EMP002031","　최예준　","데이터팀","팀장","20200219034133","YES","2021/06/07 01:15:06","2020-07-30T11:34:35"
"153869","119","33184f5a956fd76dfe0ca93def8162233062495cbaaa44ae00087fdef49dd7c4","7","2026-08-24T16:33:00+09:00","BIZ_16594"," 생산시스템 ","BIZ_00692"," 시설 ","BIZ_00692","시설","TOP LEVEL"," EMP002310 ","김주원"," 데이터팀 ","사원","2019-01-19T21:24:09","1","2024/08/01 07:46:24","2021-03-03T09:03:53"
"153870","120","dd5d77a361e7764995c392522b601eb52f33a0bb6dd6b8415975bcf1cffcae9c","7","2026-08-24T16:33:00+09:00","BIZ_40530","시설부 40","BIZ_00439","　재무　","BIZ-00439","　재무　","1","EMP 000331","윤예준","품질관리팀","부 장","2019/01/18 05:58:37","재직","20221207033848","2022-02-06 15:18:13"
"153871","121","4ceecd237d47dd677aa0402a3d68832625356ec375f59956ad1662505e1e2e8f","7","2026-08-24T16:33:00+09:00","BIZ_13133"," 교육분석 44 ","BIZ-00815","보 안","BIZ_00815","보안","L1"," EMP002417 ","박수아	","인사팀","실장","2020-08-16 04:10:39","사용","2024-05-16 03:06:30.0","2019.05.11 06:12:07"
"153872","122","f929b7ce84a6347cbe28e58f2268e3bfdcc553e5b3770f6fd293913f60a76864","7","2026-08-24T16:33:00+09:00","BIZ_49207","마케팅부","biz-00349","인사","BIZ_00349","인사","TOP LEVEL"," EMP000624 ","임민서","마케팅팀","팀장","2017-12-08T05:04:08","y","2017/02/15 18:30:43","2022-03-22 23:56:12.0"
"153873","123","4b2a23045e85da88fdf1a31141adc4d2cd53a9ea77cadc87fd0149bdd838c4b0","7","2026-08-24T16:33:00+09:00"," BIZ_07081 ","분석운영","BIZ_00223","R&D","BIZ_00223","R&D","L1"," EMP002751 ","윤지훈","법무팀","실장","2022-05-17 18:08:36"," 1 ","2023/08/11 21:32:59","2020-05-31 18:34:36.0"
"153874","124","5da1ffba72e1959f260deae4414394be5387f888da3f23970dfc3eeb582729bc","8","2026-08-24T16:36:00+09:00","BIZ_36723","구매플랫폼 11","BIZ-00047","물류","BIZ_00047","물류","1","EMP 002327","박민준","재무팀","과장	"," 2020-04-19T19:19:20 ","y","2016.11.06 13:56:59","2018-12-26 00:49:59.0"
"153875","125","49e56c40c60798c3597310709a976d05a42c289061d8af1cfed440b6189bc573","8","2026-08-24T16:36:00+09:00"," BIZ_37560 ","자산관리운영"," BIZ_00183 ","NULL","BIZ 00183","I T","L1","EMP002403","김주원","고객서비스팀","실장"," 2012-07-22 09:30:53.0 ","1","2017-06-23 08:55:19","2022/03/26 23:21:06"
"153876","126","8743e62b4782f593bd4905b0759655d643867bae1908ea35f3cd064de9ac1820","8","2026-08-24T16:36:00+09:00","BIZ_25472"," 법무분석 ","BIZ_00341","재무","BIZ 00341","재 무","TOP LEVEL"," EMP001725 ","박주원","물류팀","차장	","2012-08-10 00:11:53.0","사용","2022-05-26T21:24:01","2017-11-16 07:13:57.0"
"153877","127","5d91abf7b47a760e7596aba16b8880ee163702b5efd7cbb3d813560d1ad09cd5","8","2026-08-24T16:36:00+09:00","BIZ_21833","인사부 7","BIZ_00525","시설","BIZ00525","시설","1","EMP 001675","강지훈","IT운영팀","과장","2018/03/14 01:10:27"," YES ","2022/10/05 08:06:35","2019-09-13 10:46:28"
"153878","128","234ca909237f39ef568bcdd55d711008f103de50638333444006b3a0af429998","8","2026-08-24T16:36:00+09:00","BIZ_16806","　자산관리관리 20　","BIZ00920","재무","BIZ00920","재무	","1","EMP001625","박지훈","물류팀","사원","2008.08.25 19:47:20","재직","2018.04.22 19:01:40","20160928171641"
"153879","129","5be51639b76a8bf35ed34bc2dbf81513fd87f46ecbe614fff08412cb22e2c5fb","8","2026-08-24T16:36:00+09:00","BIZ_20372","보안분석","BIZ_00882","R&D","BIZ_00882","R&D","TOP LEVEL","EMP002438","강예은","　전략기획팀　","파트장	","20141108091354","y","2017.06.23 06:13:49"," 2025-06-07 22:47:15.0 "
"153880","130","8bc8070f6d932ca965b9f204989888f7b66048edbb7dc3a58ed636d35581ba95","8","2026-08-24T16:36:00+09:00","BIZ_05486","자산관리부 19","biz-00851","생산","BIZ-00851","생산","TOP LEVEL","EMP 001727","조 시우","자 산관리팀","과장","2009/12/09 23:37:39","1","2023-05-26 17:08:25.0","2016-03-12T18:31:20"
"153881","131","ce36ba0a07edbcc94c52fc471252da07a12779ea38f2de818cb55adb345157f0","8","2026-08-24T16:36:00+09:00","biz_30702","　시설시스템　","BIZ_00607","영업","BIZ00607","영업","1","EMP000835","　임민준　","재무팀","　차장　","2024-08-13 19:54:25","YES","20201113100337","2020-08-04 09:07:56.0"
"153882","132","ef6ad5c6340e35ad5bb311dbb0445efbe22cd3bc5d56e40a353cd80754f43448","8","2026-08-24T16:36:00+09:00","BIZ_17784","교육프로세스","BIZ00186","재무","BIZ-00186","재무","TOP LEVEL","EMP-002430","조민서","자산관리팀","차장","20150402171914","Y","2021-05-23T11:20:39","20230104060107"
"153883","133","d59c7f09a794419650baad4b77380e98b84448ee20c707b0a3600d625a4eb130","8","2026-08-24T16:36:00+09:00","BIZ 35783","품질관리서비스","biz_00733","분석","BIZ 00733","분석","최상위","EMP000191","장윤서	"," 데이터팀 ","실 장"," 20150802220936 ","Y","2026-04-25 21:50:17.0","2023-09-10 07:32:11"
"153884","134","077237030960c064d9ee2320eccd59ccf8643bce4eb48949aa8fabea442a2be6","8","2026-08-24T16:36:00+09:00","BIZ11389","재무팀 1","BIZ_00853"," 기획 "," BIZ_00853 ","　기획　","TOP_LEVEL","EMP000896","강지우","영업팀","차장	","2017/01/15 04:03:43","YES","2024-05-07 03:00:36","2019.10.08 05:42:56"
"153885","135","9ef83a6c145e2bb47f09e03e40c2b11b7a3f7f33b0f3e6212db5a7ffb27f2a53","8","2026-08-24T16:36:00+09:00","BIZ_33472","자산관리부","biz_00058","인사","biz-00058","인사	","L1","EMP000966","박지훈","인사팀","대리","2014.08.23 16:44:07","사용","2023.08.05 13:52:55","2021.12.04 23:32:40"
"153886","136","8e2e3f6290b8902b169d6e1be655f4ca089d03aaba6a4505cda52db4a489254e","8","2026-08-24T16:36:00+09:00","BIZ_38356","　물류서비스　","BIZ_00294","영업"," BIZ_00294 ","　영업　","top_level","EMP001143","이예은","R&D팀","사 원"," 2013-09-27 19:20:51.0 ","y","20241210214944","20180115073642"
"153887","137","7e8f735e3ca37b360b749ccf01c9cf89f9612402fe880b9e5f8ac1e688428b32","8","2026-08-24T16:36:00+09:00","BIZ_25646","전략분석 49","BIZ 00734","물류	","BIZ00734","물류","TOP LEVEL","EMP001257","정민준","품질관리팀","팀장","2013/03/21 01:23:49","1","2022-06-23T06:20:16","2020-03-15T22:18:15"
"153888","138","52004f22d671c1fbac597b3f3ff54e3e91274cc1c9bab3f135746138e8a2fa1b","8","2026-08-24T16:36:00+09:00","BIZ-11928","자산관리서비스","BIZ_00649","　전략　","BIZ 00649","전략","TOP_LEVEL","EMP001570"," 김하준 ","기획팀	","부장	","2021.01.11 22:18:21","y","20190108084638","2021-10-13 01:57:15"
"153889","139","3a8c5442f2ba4d673dde99b55f1228a1d75e1bcff9988d22bd1d6959f7a55524","9","2026-08-24T16:39:00+09:00","BIZ_43083","인사프로세스 29","BIZ_00731"," 분석 ","BIZ-00731","분석","L1","EMP001158","이서준","R&D팀","　파트장　","2020-07-18 10:32:33.0","재직","20230825083615"," 20210429110454 "
"153890","140","0db0da5bdfc71b451bc424e30801c6cdadefa95af9500a80dd49b909a63004c4","9","2026-08-24T16:39:00+09:00","BIZ-26413","영업운영","BIZ_00495","　생산　"," BIZ_00495 ","생산","TOP_LEVEL","EMP000821","강준서","교육운영팀","과장","2015-09-07 19:49:10.0","YES"," 2016.09.22 04:17:47 ","2020.05.26 06:06:59"
